model,roc_auc_mean,roc_auc_std,logloss_mean,logloss_std,brier_mean,brier_std,ece_mean,ece_std
logreg,0.6838598789185395,0.08819253723457977,0.7701805876502347,0.1446843868470784,0.2521349332766959,0.05202822950696865,0.23200569309720187,0.05597920541191483
hgb,0.6237835588813265,0.11407046616326795,1.1239280362097332,0.29159705205669634,0.3108880803269204,0.07357962183707047,0.299025336984781,0.08054882033184665
