possession_id,game_id,video_file,video_timestamp_mmss,xg
1_P0001,1,IMG_6154.MOV,00:18,0.997051453872184
1_P0002,1,IMG_6155.MOV,00:39,0.9990634466427296
1_P0003,1,IMG_6156.MOV,00:29,0.013048974734280712
1_P0006,1,IMG_6162.MOV,00:31,0.9583239919660542
1_P0007,1,IMG_6164.MOV,00:17,0.0023083033555739833
1_P0008,1,IMG_6165.MOV,00:11,0.0026307039427007637
1_P0009,1,IMG_6166.MOV,00:16,0.004677784510659676
1_P0011,1,IMG_6169.MOV,00:24,0.9866172868730416
1_P0012,1,IMG_6171.MOV,00:17,0.9957525771890489
1_P0013,1,IMG_6173.MOV,00:34,0.008434088755971176
1_P0014,1,IMG_6175.MOV,00:16,0.013307170186579696
1_P0015,1,IMG_6177.MOV,00:13,0.01025186868997618
1_P0016,1,IMG_6179.MOV,00:10,0.031562638561058176
1_P0017,1,IMG_6181.MOV,00:20,0.9657896815412539
1_P0018,1,IMG_6183.MOV,00:26,0.9389896222676609
1_P0019,1,IMG_6184.MOV,00:38,0.018351637094930456
1_P0020,1,IMG_6186.MOV,00:41,0.005337415561665653
1_P0021,1,IMG_6189.MOV,00:10,0.025502328782602845
1_P0022,1,IMG_6190.MOV,00:15,0.9568846649647803
1_P0023,1,IMG_6194.MOV,00:09,0.04571271236327998
1_P0024,1,IMG_6196.MOV,00:06,0.02981342957905507
1_P0025,1,IMG_6197.MOV,00:27,0.9773034597395366
1_P0026,1,IMG_6200.MOV,00:05,0.9785192932273697
1_P0027,1,IMG_6202.MOV,00:15,0.985385256425409
1_P0028,1,IMG_6204.MOV,00:23,0.0564485785701114
1_P0029,1,IMG_6207.MOV,00:10,0.9984306189982695
10_P0001,10,IMG_5045.MOV,00:16,0.04421922079875219
10_P0002,10,IMG_5045.MOV,00:27,0.9805794971908953
10_P0003,10,IMG_5047.MOV,00:11,0.924655282712993
10_P0004,10,IMG_5053.MOV,00:04,0.9881935544887871
10_P0005,10,IMG_5056.MOV,00:21,0.9438617484200446
10_P0006,10,IMG_5057.MOV,00:23,0.06013763253883303
10_P0007,10,IMG_5059.MOV,00:33,0.9096902834271716
10_P0008,10,IMG_5060.MOV,00:32,0.9586512923969949
10_P0009,10,IMG_5063.MOV,00:34,0.013978026590931933
10_P0010,10,IMG_5063.MOV,00:39,0.8819355265857376
10_P0011,10,IMG_5065.MOV,00:31,0.06982721609542085
10_P0012,10,IMG_5066.MOV,00:01,0.13022628882482748
10_P0013,10,IMG_5069.MOV,00:15,0.9489752881548944
10_P0014,10,IMG_5071.MOV,00:27,0.9329663792287565
10_P0015,10,IMG_5074.MOV,00:56,0.01194199490597545
10_P0016,10,IMG_5078.MOV,00:37,0.1067926619805094
10_P0017,10,IMG_5081.MOV,00:34,0.04145602276052499
10_P0018,10,IMG_5083.MOV,00:07,0.9795269225403931
10_P0019,10,IMG_5086.MOV,00:04,0.9329522334453801
10_P0020,10,IMG_5088.MOV,00:33,0.981879141130757
10_P0021,10,IMG_5091.MOV,00:02,0.9185680561770632
10_P0022,10,IMG_5094.MOV,00:18,0.9018658008133313
10_P0023,10,IMG_5100.MOV,00:11,0.0364241958239296
10_P0024,10,IMG_5103.MOV,00:01,0.21477249918061622
10_P0025,10,IMG_5107.MOV,00:20,0.12436736915986413
10_P0026,10,IMG_5111.MOV,00:13,0.9994288568037458
10_P0027,10,IMG_5113.MOV,00:20,0.8803061079981205
11_P0001,11,IMG_2070.MOV,00:05,0.9967246265955212
11_P0002,11,IMG_2071.MOV,00:39,0.955915949035444
11_P0003,11,IMG_2073.MOV,00:20,0.0032558610753141196
11_P0004,11,IMG_2077.MOV,00:39,0.006820477631403497
11_P0005,11,IMG_2078.MOV,00:42,0.9780392246319027
11_P0006,11,IMG_2081.MOV,00:28,0.9820196808633225
11_P0007,11,IMG_2084.MOV,00:39,0.018320350431977633
11_P0008,11,IMG_2088.MOV,00:17,0.06897723836094063
11_P0009,11,IMG_2093.MOV,00:17,0.9641250675874126
11_P0010,11,IMG_2096.MOV,01:08,0.08705662121828596
11_P0011,11,IMG_2098.MOV,00:39,0.9697041995325261
11_P0012,11,IMG_2102.MOV,00:09,0.8656117410363411
2_P0001,2,IMG_6117.MOV,00:07,0.9241499032171475
2_P0002,2,IMG_6115.MOV,00:06,0.9955531879356714
2_P0003,2,IMG_6119.MOV,00:08,0.01892363773763208
2_P0004,2,IMG_6123.MOV,00:05,0.9977312667295005
2_P0005,2,IMG_6125.MOV,00:43,0.016541734838094405
2_P0006,2,IMG_6127.MOV,00:06,0.9961243473902338
2_P0007,2,IMG_6128.MOV,00:22,0.02259918208094778
2_P0009,2,IMG_6130.MOV,00:35,0.9864238777141523
2_P0010,2,IMG_6132.MOV,00:05,0.9898451235495894
2_P0012,2,IMG_6136.MOV,00:11,0.9806126911870471
2_P0013,2,IMG_6137.MOV,00:31,0.03341363255511819
2_P0014,2,IMG_6139.MOV,00:21,0.0008089510206432804
2_P0017,2,IMG_6141.MOV,00:20,0.9981908161287121
2_P0018,2,IMG_6142.MOV,00:31,0.9430643073040034
2_P0019,2,IMG_6143.MOV,00:14,0.013261729748122298
2_P0020,2,IMG_6144.MOV,00:32,0.02900282540926357
2_P0022,2,IMG_6145.MOV,00:36,0.997721651169432
2_P0024,2,IMG_6150.MOV,00:24,0.9969047901830239
3_P0001,3,IMG_0157.MOV,00:27,0.046052725679887836
3_P0002,3,IMG_0159.MOV,00:02,0.9886669529996601
3_P0004,3,IMG_0165.MOV,00:21,0.9819650864315915
3_P0005,3,IMG_0168.MOV,00:17,0.9829425246356248
3_P0006,3,IMG_0172.MOV,00:15,0.0065261734934752205
3_P0007,3,IMG_0176.MOV,00:08,0.023274768783648436
3_P0008,3,IMG_0177.MOV,00:04,0.9669375279432777
3_P0009,3,IMG_0179.MOV,00:32,0.9799995904690665
3_P0010,3,IMG_0181.MOV,00:31,0.017829651991541573
3_P0011,3,IMG_0183.MOV,00:30,0.02303413986923971
3_P0014,3,IMG_0185.MOV,00:48,0.9733583421721558
3_P0015,3,IMG_0187.MOV,00:11,0.023738569357288526
3_P0016,3,IMG_0189.MOV,00:20,0.9533444902389882
3_P0017,3,IMG_0196.MOV,00:18,0.022874313126928628
3_P0018,3,IMG_0200.MOV,00:19,0.05977422923130992
3_P0020,3,IMG_0204.MOV,00:10,0.025436841391990823
4_P0001,4,IMG_2598.MOV,00:24,0.06397287970023628
4_P0002,4,IMG_2600.MOV,00:16,0.9597864088166419
4_P0004,4,IMG_2604.MOV,00:34,0.07750229837665433
4_P0005,4,IMG_2606.MOV,00:21,0.04098702830487944
4_P0006,4,IMG_2608.MOV,00:31,0.0002993697228333168
4_P0008,4,IMG_2612.MOV,00:16,0.056843375684577695
4_P0009,4,IMG_2613.MOV,00:15,0.09544662484800208
4_P0012,4,IMG_2618.MOV,00:19,0.9394994653305893
4_P0014,4,IMG_2622.MOV,00:43,0.029702324463884714
4_P0015,4,IMG_2624.MOV,00:28,0.019559021010111127
4_P0017,4,IMG_2626.MOV,00:45,0.018246659639475627
4_P0018,4,IMG_2628.MOV,00:14,0.01863475318776426
4_P0020,4,IMG_2633.MOV,00:23,0.9171811313680689
4_P0021,4,IMG_2635.MOV,00:19,0.006049957397457675
4_P0022,4,IMG_2636.MOV,00:37,0.033571447643423166
4_P0023,4,IMG_2638.MOV,00:31,0.02589379351135715
4_P0024,4,IMG_2638.MOV,00:34,0.07334141464820464
4_P0025,4,IMG_2638.MOV,00:35,0.9058318000173471
5_P0002,5,IMG_2645.MOV,00:31,0.03184745183608842
5_P0010,5,IMG_2658.MOV,00:45,0.005768246138938361
5_P0012,5,IMG_2663.MOV,00:55,0.03369962256811771
5_P0014,5,IMG_2667.MOV,00:09,0.9705974393762274
5_P0016,5,IMG_2675.MOV,00:36,0.0030058922093696475
5_P0017,5,IMG_2677.MOV,00:20,0.8799964463351874
5_P0018,5,IMG_2678.MOV,00:42,0.03653383126908722
5_P0019,5,IMG_2678.MOV,00:44,0.9805218593452031
5_P0020,5,IMG_2680.MOV,00:18,0.01805544634396779
