model,C,roc_auc_mean,roc_auc_std,logloss_mean,logloss_std,brier_mean,brier_std,ece_mean,ece_std
logreg,0.3,0.6970074955189832,0.08607778362080132,0.6990124547169936,0.09596055705167507,0.23487234623425818,0.0440592715881222,0.1970980236865774,0.040371006161674425
logreg,0.6,0.6881787852579772,0.0845051184675558,0.7377634427845502,0.12321681648163411,0.2444291139055495,0.04898703923980681,0.21038139777241227,0.04225580048034094
logreg,1.0,0.6838598789185395,0.08819253723457977,0.7701805876502347,0.1446843868470784,0.2521349332766959,0.05202822950696865,0.23200569309720187,0.05597920541191483
logreg,1.5,0.6809774953379321,0.09048545515027401,0.799225198207119,0.16198708057905503,0.25852712878888345,0.054256255410676614,0.22474947655743605,0.0615411689535365
logreg,3.0,0.6829424368653634,0.09118490331916325,0.8661693204806111,0.19488198676594878,0.2719528702647937,0.05902407189303861,0.28378841791200193,0.05830233193475088
