possession_id,game_id,video_file,video_timestamp_mmss,xg
1_P0001,1,IMG_6154.MOV,00:18,0.8937685814822556
1_P0002,1,IMG_6155.MOV,00:39,0.7854823047383412
1_P0003,1,IMG_6156.MOV,00:29,0.14476645688681397
1_P0006,1,IMG_6162.MOV,00:31,0.20695844206028674
1_P0007,1,IMG_6164.MOV,00:17,0.22911659219964875
1_P0008,1,IMG_6165.MOV,00:11,0.1817806807307312
1_P0009,1,IMG_6166.MOV,00:16,0.26713703994241006
1_P0011,1,IMG_6169.MOV,00:24,0.8689127436510956
1_P0012,1,IMG_6171.MOV,00:17,0.8653511450843642
1_P0013,1,IMG_6173.MOV,00:34,0.16833417862403732
1_P0014,1,IMG_6175.MOV,00:16,0.16442836695192245
1_P0015,1,IMG_6177.MOV,00:13,0.4497653951621152
1_P0016,1,IMG_6179.MOV,00:10,0.4977037092653104
1_P0017,1,IMG_6181.MOV,00:20,0.901353789609643
1_P0018,1,IMG_6183.MOV,00:26,0.35809715676964393
1_P0019,1,IMG_6184.MOV,00:38,0.1966111020740094
1_P0020,1,IMG_6186.MOV,00:41,0.22049691336918317
1_P0021,1,IMG_6189.MOV,00:10,0.06506875737130349
1_P0022,1,IMG_6190.MOV,00:15,0.6073938055112774
1_P0023,1,IMG_6194.MOV,00:09,0.2414351800107105
1_P0024,1,IMG_6196.MOV,00:06,0.5799391760202314
1_P0025,1,IMG_6197.MOV,00:27,0.8924906031371475
1_P0026,1,IMG_6200.MOV,00:05,0.8827726675971436
1_P0027,1,IMG_6202.MOV,00:15,0.5048698485076737
1_P0028,1,IMG_6204.MOV,00:23,0.3828267854635782
1_P0029,1,IMG_6207.MOV,00:10,0.8685676239022591
10_P0001,10,IMG_5045.MOV,00:16,0.5561527058055875
10_P0002,10,IMG_5045.MOV,00:27,0.7460027206700031
10_P0003,10,IMG_5047.MOV,00:11,0.3425739997615672
10_P0004,10,IMG_5053.MOV,00:04,0.8632908731259319
10_P0005,10,IMG_5056.MOV,00:21,0.8080992118590804
10_P0006,10,IMG_5057.MOV,00:23,0.5655821149478515
10_P0007,10,IMG_5059.MOV,00:33,0.27894067194739897
10_P0008,10,IMG_5060.MOV,00:32,0.8870823496135323
10_P0009,10,IMG_5063.MOV,00:34,0.2709985892842959
10_P0010,10,IMG_5063.MOV,00:39,0.31614444768777844
10_P0011,10,IMG_5065.MOV,00:31,0.3901662323122872
10_P0012,10,IMG_5066.MOV,00:01,0.8379549322005717
10_P0013,10,IMG_5069.MOV,00:15,0.43918797402861925
10_P0014,10,IMG_5071.MOV,00:27,0.2796423157017078
10_P0015,10,IMG_5074.MOV,00:56,0.273718602839917
10_P0016,10,IMG_5078.MOV,00:37,0.6555123067547414
10_P0017,10,IMG_5081.MOV,00:34,0.1617636255175627
10_P0018,10,IMG_5083.MOV,00:07,0.9019475985352812
10_P0019,10,IMG_5086.MOV,00:04,0.6150118780010276
10_P0020,10,IMG_5088.MOV,00:33,0.6569114413824613
10_P0021,10,IMG_5091.MOV,00:02,0.5255334041608497
10_P0022,10,IMG_5094.MOV,00:18,0.5369624389796336
10_P0023,10,IMG_5100.MOV,00:11,0.22538217141727274
10_P0024,10,IMG_5103.MOV,00:01,0.6453465246798346
10_P0025,10,IMG_5107.MOV,00:20,0.4375390485833727
10_P0026,10,IMG_5111.MOV,00:13,0.9119770947727472
