possession_id,game_id,our_team_name,opponent_team_name,our_team_level,opponent_team_level,period,time_remaining,man_state,event_type,turnover_type,turnover_player_number,drawn_by_player_number,shooter_x,shooter_y,defender_count,goalie_present,goalie_distance_m,goalie_lateral,possession_passes,attack_type,shot_type,shot_result,shooter_handedness,player_number,video_file,video_timestamp_mmss
6_P0026,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,steal/interception,10,,,,,,,,4,,,,,,IMG_4613.MOV,00:25
7_P0001,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,6,,,,,,,,2,counter,,,,,IMG_5618.MOV,00:18
7_P0002,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,6,,,,,,,,2,counter,,,,,IMG_5618.MOV,00:14
7_P0003,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.200000,0.133333,1,true,0.5,center,7,perimeter,standard,goal,left,3,IMG_5620.MOV,00:33
7_P0004,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.650000,0.466667,1,true,0.5,center,2,perimeter,lob,post/bar,right,11,IMG_5622.MOV,00:21
7_P0005,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,9,,,,,,,,4,set,,,,,IMG_5623.MOV,00:56
7_P0006,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,8,,,,,,,,2,counter,,,,,IMG_5628.MOV,00:12
7_P0007,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,9,,,,,,,,3,set,,,,,IMG_5632.MOV,00:15
7_P0008,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.800000,0.133333,1,true,0.0,right,6,perimeter,standard,blocked (GK),right,2,IMG_5634.MOV,00:45
7_P0009,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.133333,1,true,0.5,center,1,counter,standard,goal,right,6,IMG_5635.MOV,00:26
7_P0010,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,turnover,bad pass / out of bounds,2,,,,,,,,12,man-up,,,,,IMG_5636.MOV,00:34
7_P0011,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,ejection_drawn,,,10,,,,,,,1,counter,,,,,IMG_5638.MOV,00:05
7_P0012,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,turnover,steal/interception,8,,,,,,,,12,man-up,,,,,IMG_5638.MOV,00:33
7_P0013,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.600000,1,true,1.0,center,2,broken play,standard,missed,right,8,IMG_5645.MOV,00:29
7_P0014,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.133333,0,true,1.0,left,2,broken play,standard,blocked (GK),right,2,IMG_5652.MOV,00:13
7_P0015,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.200000,1,true,1.0,left,2,broken play,standard,blocked (GK),right,2,IMG_5652.MOV,00:45
7_P0016,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.400000,1,true,1.0,left,2,perimeter,lob,missed,left,3,IMG_5656.MOV,00:17
7_P0017,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.266667,2,true,1.0,left,2,set,skip,goal,right,10,IMG_5658.MOV,00:23
7_P0018,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,5m_drawn,,,2,,,,,,,1,counter,,,,,IMG_5659.MOV,00:15
7_P0019,7,carlsbad,ca_2,CA Club,CA Club,,,other,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,goal,right,10,IMG_5660.MOV,00:05
7_P0020,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,ejection_drawn,,,10,,,,,,,0,set,,,,,IMG_5662.MOV,00:17
7_P0021,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,shot,,,,0.450000,0.400000,1,true,0.5,center,6,man-up,standard,goal,right,11,IMG_5662.MOV,00:34
7_P0022,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.200000,2,true,0.5,left,6,counter,skip,goal,right,10,IMG_5667.MOV,00:13
7_P0023,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.550000,0.200000,1,true,1.5,right,6,set,backhand,goal,right,10,IMG_5669.MOV,00:24
7_P0024,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,shot,,,,0.350000,0.400000,0,true,0.5,right,2,man-up,standard,post/bar,right,11,IMG_5671.MOV,00:26
7_P0025,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,shot,,,,0.550000,0.133333,2,true,0.5,left,3,man-up,punch/volley,goal,right,10,IMG_5673.MOV,00:26
7_P0026,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.200000,1,true,1.0,left,3,counter,skip,blocked (GK),right,2,IMG_5675.MOV,00:24
7_P0027,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.450000,0.466667,1,true,1.0,center,4,perimeter,standard,field block,right,6,IMG_5676.MOV,00:29
7_P0028,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,goal,right,2,IMG_5678.MOV,00:04
7_P0029,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,blocked (GK),right,10,IMG_5680.MOV,00:05
7_P0030,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,goal,right,11,IMG_5682.MOV,00:02
7_P0031,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,skip,goal,right,7,IMG_5684.MOV,00:09
7_P0032,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,skip,goal,right,15,IMG_5686.MOV,00:05
8_P0001,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,0,true,0.5,right,0,counter,standard,goal,right,2,IMG_3689.MOV,00:34
8_P0002,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.400000,0.133333,1,true,0.5,left,0,counter,standard,goal,right,13,IMG_3692.MOV,00:15
8_P0003,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,0,true,1.0,right,2,counter,standard,goal,right,2,IMG_3694.MOV,00:27
8_P0004,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.200000,1,true,0.5,left,2,counter,standard,goal,right,10,IMG_3695.MOV,00:48
8_P0005,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,0,true,0.5,center,7,drive,standard,blocked (GK),right,15,IMG_3696.MOV,00:51
8_P0006,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.500000,0.266667,2,true,0.5,center,0,counter,skip,goal,right,4,IMG_3697.MOV,00:36
8_P0007,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,1,true,0.5,right,4,drive,standard,post/bar,right,4,IMG_3698.MOV,00:36
8_P0008,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.600000,0.133333,1,true,0.5,right,4,set,standard,goal,right,4,IMG_3700.MOV,00:26
8_P0009,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.200000,2,true,0.5,left,1,set,standard,goal,right,4,IMG_3702.MOV,00:40
8_P0010,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.200000,1,true,0.5,left,5,set,standard,goal,right,15,IMG_3704.MOV,00:19
8_P0011,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.133333,0,true,0.5,left,1,counter,standard,goal,right,4,IMG_3706.MOV,00:41
8_P0012,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.350000,0.200000,0,true,0.5,left,7,set,standard,goal,right,8,IMG_3707.MOV,00:59
8_P0013,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.200000,1,true,0.5,left,1,drive,lob,goal,right,22,IMG_3709.MOV,00:11
8_P0014,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.500000,0.133333,1,true,0.5,center,1,counter,standard,goal,right,20,IMG_3713.MOV,00:25
8_P0015,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.550000,0.200000,0,true,1.0,right,1,counter,skip,goal,right,8,IMG_3714.MOV,00:24
8_P0016,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.500000,0.200000,1,true,0.5,center,1,broken play,standard,goal,right,20,IMG_3716.MOV,00:23
8_P0017,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.300000,0.200000,1,true,0.5,left,1,set,lob,missed,right,5,IMG_3717.MOV,00:54
8_P0018,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.400000,0.200000,0,true,1.5,left,2,counter,standard,goal,right,5,IMG_3719.MOV,00:27
8_P0019,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.600000,0.333333,0,true,0.0,right,1,broken play,standard,missed,right,16,IMG_3726.MOV,00:12
8_P0020,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,right,0,5m penalty,standard,goal,right,15,IMG_3730.MOV,00:03
8_P0021,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.650000,0.066667,1,true,1.0,right,2,set,standard,goal,right,13,IMG_3731.MOV,00:31
8_P0022,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.450000,0.533333,1,true,0.5,right,2,perimeter,standard,post/bar,right,10,IMG_3733.MOV,00:13
8_P0023,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.350000,0.066667,1,true,1.0,left,6,perimeter,lob,post/bar,right,8,IMG_3734.MOV,00:44
9_P0001,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.650000,0.533333,1,true,1.0,right,2,perimeter,standard,missed,right,5,IMG_1525.MOV,00:24
9_P0002,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.500000,0.400000,1,true,1.0,center,9,man-up,skip,goal,right,5,IMG_1531.MOV,00:45
9_P0003,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.650000,0.133333,1,true,0.5,center,1,counter,standard,goal,right,15,IMG_1540.MOV,00:06
9_P0004,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.700000,0.266667,1,true,0.5,left,6,perimeter,standard,post/bar,right,14,IMG_1543.MOV,01:10
9_P0005,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.350000,0.200000,1,true,1.0,left,6,drive,standard,field block,right,15,IMG_1552.MOV,00:34
9_P0006,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v5,shot,,,,0.550000,0.333333,1,true,1.0,center,4,man-up,standard,blocked (GK),right,5,IMG_1553.MOV,00:45
9_P0007,9,midwest_zone,ca_1,ODP Zone,ODP Zone,,,6v6,shot,,,,0.250000,0.266667,1,true,0.5,left,4,perimeter,skip,blocked (GK),right,3,IMG_1555.MOV,00:15
10_P0001,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.650000,0.266667,1,true,0.5,right,7,man-up,standard,post/bar,right,19,IMG_5045.MOV,00:16
10_P0002,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.500000,0.400000,1,true,0.5,center,3,man-up,standard,goal,right,5,IMG_5045.MOV,00:27
10_P0003,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.650000,0.400000,1,true,1.5,right,3,perimeter,lob,goal,right,11,IMG_5047.MOV,00:11
10_P0004,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.266667,0,true,1.5,center,0,counter,standard,goal,right,10,IMG_5053.MOV,00:04
10_P0005,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.200000,0,true,2.0,center,1,counter,standard,goal,right,11,IMG_5056.MOV,00:21
10_P0006,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.450000,0.266667,0,true,2.0,left,0,counter,standard,blocked (GK),right,11,IMG_5057.MOV,00:23
10_P0007,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.400000,1,true,0.5,center,5,perimeter,standard,goal,right,8,IMG_5059.MOV,00:33
10_P0008,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.350000,0.200000,0,true,0.5,center,1,counter,standard,goal,right,11,IMG_5060.MOV,00:32
10_P0009,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.750000,0.133333,1,true,0.5,right,8,man-up,standard,post/bar,right,5,IMG_5063.MOV,00:34
10_P0010,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.650000,0.266667,2,true,0.5,left,2,man-up,skip,goal,right,10,IMG_5063.MOV,00:39
10_P0011,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.133333,1,true,0.5,left,5,perimeter,standard,post/bar,right,9,IMG_5065.MOV,00:31
10_P0012,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,skip,blocked (GK),right,8,IMG_5066.MOV,00:01
10_P0013,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.450000,0.266667,1,true,0.5,left,2,broken play,standard,goal,right,10,IMG_5069.MOV,00:15
10_P0014,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.600000,0.400000,1,true,1.0,right,5,perimeter,standard,goal,right,8,IMG_5071.MOV,00:27
10_P0015,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.500000,0.400000,1,true,1.0,center,10,man-up,standard,missed,right,12,IMG_5074.MOV,00:56
10_P0016,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.600000,0.200000,1,true,1.5,right,1,counter,lob,field block,right,9,IMG_5078.MOV,00:37
10_P0017,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.350000,0.266667,1,true,0.5,left,6,broken play,standard,field block,right,11,IMG_5081.MOV,00:34
10_P0018,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.133333,1,true,1.0,left,1,counter,standard,goal,right,5,IMG_5083.MOV,00:07
10_P0019,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,1.0,center,0,5m penalty,standard,goal,right,11,IMG_5086.MOV,00:04
10_P0020,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.600000,0.133333,0,true,0.5,right,5,broken play,standard,goal,right,9,IMG_5088.MOV,00:30
10_P0021,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.5,center,0,5m penalty,skip,goal,right,10,IMG_5091.MOV,00:02
10_P0022,10,carlsbad,ca_3,CA Club,CA Club,,,6v5,shot,,,,0.550000,0.266667,0,true,0.5,center,7,man-up,standard,goal,right,15,IMG_5094.MOV,00:18
10_P0023,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.550000,0.266667,1,true,0.5,left,0,broken play,lob,blocked (GK),right,11,IMG_5100.MOV,00:11
10_P0024,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.5,center,0,5m penalty,skip,blocked (GK),right,10,IMG_5103.MOV,00:01
10_P0025,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.700000,0.066667,1,true,0.5,right,3,perimeter,standard,post/bar,right,12,IMG_5107.MOV,00:20
10_P0026,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.550000,0.200000,2,true,0.5,left,1,counter,standard,goal,right,9,IMG_5111.MOV,00:13
10_P0027,10,carlsbad,ca_3,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.200000,1,true,0.5,left,3,perimeter,standard,goal,right,12,IMG_5113.MOV,00:20
11_P0001,11,hinsdale_central,lindbergh,IL HS,IL HS,1,,6v6,shot,,,,0.650000,0.133333,0,true,0.5,right,0,counter,standard,goal,right,9,IMG_2070.MOV,00:05
11_P0002,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.300000,0.266667,1,true,0.5,left,2,perimeter,lob,goal,right,20,IMG_2071.MOV,00:39
11_P0003,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.800000,0.400000,1,true,0.5,right,3,perimeter,standard,missed,right,10,IMG_2073.MOV,00:20
11_P0004,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.750000,0.333333,1,true,0.5,right,4,perimeter,standard,missed,right,13,IMG_2077.MOV,00:39
11_P0005,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.400000,0.133333,1,true,0.0,left,2,man-up,standard,goal,right,9,IMG_2078.MOV,00:42
11_P0006,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.550000,0.200000,3,true,0.0,right,6,set,standard,goal,right,9,IMG_2081.MOV,00:28
11_P0007,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.800000,0.266667,1,true,0.0,right,2,man-up,standard,missed,right,10,IMG_2084.MOV,00:39
11_P0008,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.250000,0.133333,1,true,0.5,left,3,perimeter,standard,post/bar,right,20,IMG_2088.MOV,00:17
11_P0009,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v6,shot,,,,0.500000,0.466667,1,true,0.5,center,5,perimeter,standard,goal,right,2,IMG_2093.MOV,00:17
11_P0010,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.350000,0.400000,1,true,0.5,left,5,man-up,standard,missed,right,20,IMG_2096.MOV,01:08
11_P0011,11,hinsdale_central,lindbergh,IL HS,IL HS,,,6v5,shot,,,,0.700000,0.133333,1,true,0.5,right,4,man-up,standard,goal,right,9,IMG_2098.MOV,00:39
11_P0012,11,hinsdale_central,lindbergh,IL HS,IL HS,4,,6v6,shot,,,,1.000000,0.800000,1,true,0.5,center,2,perimeter,standard,goal,right,10,IMG_2102.MOV,00:09
12_P0001,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,1,0.733,1,true,1.5,center,2,perimeter,standard,goal,right,4,IMG_6444.MOV,00:18
12_P0002,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,0.250,0.733,1,true,1.5,left,1,perimeter,skip,goal,right,7,IMG_6421.MOV,00:28
13_P0001,13,west_sub,cpd,IL Club,IL Club,,,6v6,shot,,,,0.500,1.000,1,true,0.5,center,0,perimeter,standard,blocked (GK),right,3,IMG_6394.MOV,00:04
13_P0002,13,west_sub,cpd,IL Club,IL Club,,,6v6,shot,,,,0.500,0.667,1,true,0.5,center,0,perimeter,standard,goal,right,3,IMG_6391.MOV,00:18
12_P0003,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,0.500,0.667,1,true,1,center,2,perimeter,standard,post/bar,right,6,IMG_6471.MOV,00:34
12_P0004,12,west_sub,capc,IL Club,IL Club,,,6v6,shot,,,,0.200,0.267,1,true,1,left,0,perimeter,standard,blocked (GK),left,8,IMG_6462.MOV,00:15
14_P0001,14,west_sub,nipc,IL Club,IL Club,,,6v6,shot,,,,0.800,0.133,1,true,1,center,5,perimeter,skip,goal,right,7,IMG_0077.MOV,00:21
15_P0001,15,west_sub,elmhurst,IL Club,IL Club,,,6v5,shot,,,,0.800,0.200,0,true,0.5,center,8,man-up,standard,field block,right,7,IMG_0131.MOV,00:37
15_P0002,15,west_sub,elmhurst,IL Club,IL Club,,,6v6,shot,,,,0.300,0.133,1,true,0.5,left,5,perimeter,skip,goal,right,10,IMG_0135.MOV,00:13
