possessions_weighted,shots_weighted,goals_weighted,shot_rate,goal_rate,turnovers_weighted,turnover_rate,ejections_drawn_weighted,ejections_per_poss,five_m_drawn_weighted,5m_per_poss
260.0,203.0,100.0,0.781,0.385,52.0,0.2,4.0,0.015,1.0,0.004
