possession_id,game_id,our_team_name,opponent_team_name,our_team_level,opponent_team_level,period,time_remaining,man_state,event_type,turnover_type,turnover_player_number,drawn_by_player_number,shooter_x,shooter_y,defender_count,goalie_present,goalie_distance_m,goalie_lateral,possession_passes,attack_type,shot_type,shot_result,shooter_handedness,player_number,video_file,video_timestamp_mmss,x,y,outcome,handed,distance_m,angle_deg,angle_deg_signed,video_timecode,source_video_id
4_P0019,4,usa_academy,brown,ODP Academy,College,4,,6v6,turnover,steal/interception,1,,,,,nan,,,1,nan,,,,,IMG_2631.MOV,00:28,,,,,,,,28.0,IMG_2631.MOV
4_P0020,4,usa_academy,brown,ODP Academy,College,4,,6v6,shot,,,,0.25,0.1333333333,1,true,0,left,3,perimeter,standard,goal,right,9,IMG_2633.MOV,00:23,0.25,0.1333333333,goal,right,5.385,-68.2,-68.2,23.0,IMG_2633.MOV
4_P0021,4,usa_academy,brown,ODP Academy,College,4,,6v6,shot,,,,0.85,0.2666666667,1,true,0.5,center,4,perimeter,standard,field block,right,3,IMG_2635.MOV,00:19,0.85,0.2666666667,field block,right,8.062,60.26,60.26,19.0,IMG_2635.MOV
4_P0022,4,usa_academy,brown,ODP Academy,College,4,,6v6,shot,,,,0.2,0.2,1,true,0.5,center,6,perimeter,standard,missed,right,5,IMG_2636.MOV,00:37,0.2,0.2,missed,right,6.708,-63.43,-63.43,37.0,IMG_2636.MOV
4_P0023,4,usa_academy,brown,ODP Academy,College,4,,6v6,shot,,,,0.5,0.4,1,true,0.5,center,5,perimeter,standard,blocked (GK),right,3,IMG_2638.MOV,00:31,0.5,0.4,blocked (GK),right,6.0,0.0,0.0,31.0,IMG_2638.MOV
4_P0024,4,usa_academy,brown,ODP Academy,College,4,,6v6,shot,,,,0.55,0.1333333333,1,true,0.5,right,0,broken play,standard,blocked (GK),right,12,IMG_2638.MOV,00:34,0.55,0.1333333333,blocked (GK),right,2.236,26.57,26.57,34.0,IMG_2638.MOV
4_P0025,4,usa_academy,brown,ODP Academy,College,4,,6v6,shot,,,,0.45,0.06666666667,1,true,0.5,right,0,broken play,other,goal,right,5,IMG_2638.MOV,00:35,0.45,0.06666666667,goal,right,1.414,-45.0,-45.0,35.0,IMG_2638.MOV
5_P0001,5,usa_academy,air_force,ODP Academy,College,1,4:21,6v6,turnover,steal/interception,9,,,,,nan,,,5,nan,,,,,IMG_2644.MOV,00:18,,,,,,,,18.0,IMG_2644.MOV
5_P0002,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.35,0.4,1,true,1,left,7,perimeter,standard,missed,right,15,IMG_2645.MOV,00:31,0.35,0.4,missed,right,6.708,-26.57,-26.57,31.0,IMG_2645.MOV
5_P0003,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,ball under,3,,,,,nan,,,2,nan,,,,,IMG_2647.MOV,00:15,,,,,,,,15.0,IMG_2647.MOV
5_P0004,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,12,,,,,nan,,,6,nan,,,,,IMG_2648.MOV,00:29,,,,,,,,29.0,IMG_2648.MOV
5_P0005,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,5,,,,,nan,,,3,nan,,,,,IMG_2650.MOV,00:25,,,,,,,,25.0,IMG_2650.MOV
5_P0006,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,bad pass / out of bounds,11,,,,,nan,,,2,nan,,,,,IMG_2652.MOV,00:18,,,,,,,,18.0,IMG_2652.MOV
5_P0007,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,3,,,,,nan,,,1,nan,,,,,IMG_2654.MOV,00:11,,,,,,,,11.0,IMG_2654.MOV
5_P0008,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,3,,,,,nan,,,2,nan,,,,,IMG_2655.MOV,00:18,,,,,,,,18.0,IMG_2655.MOV
5_P0009,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,9,,,,,nan,,,2,nan,,,,,IMG_2655.MOV,00:57,,,,,,,,57.0,IMG_2655.MOV
5_P0010,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.2,0.4666666667,1,true,1,left,3,perimeter,standard,blocked (GK),right,15,IMG_2658.MOV,00:45,0.2,0.4666666667,blocked (GK),right,9.22,-40.6,-40.6,45.0,IMG_2658.MOV
5_P0011,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,9,,,,,nan,,,1,nan,,,,,IMG_2659.MOV,00:37,,,,,,,,37.0,IMG_2659.MOV
5_P0012,5,usa_academy,air_force,ODP Academy,College,,,6v5,shot,,,,0.75,0.2666666667,1,true,0.5,right,9,man-up,skip,post/bar,right,3,IMG_2663.MOV,00:55,0.75,0.2666666667,post/bar,right,6.403,51.34,51.34,55.0,IMG_2663.MOV
5_P0013,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,15,,,,,nan,,,3,nan,,,,,IMG_2666.MOV,00:20,,,,,,,,20.0,IMG_2666.MOV
5_P0014,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.45,0.2,1,true,1.5,center,1,counter,skip,goal,right,15,IMG_2667.MOV,00:09,0.45,0.2,goal,right,3.162,-18.43,-18.43,9.0,IMG_2667.MOV
5_P0015,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,offensive foul (contra),12,,,,,nan,,,10,nan,,,,,IMG_2669.MOV,00:33,,,,,,,,33.0,IMG_2669.MOV
5_P0016,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.5,0.4666666667,1,true,1,center,6,perimeter,standard,blocked (GK),right,5,IMG_2675.MOV,00:36,0.5,0.4666666667,blocked (GK),right,7.0,0.0,0.0,36.0,IMG_2675.MOV
5_P0017,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.35,0.4,1,true,1,left,2,perimeter,standard,goal,right,15,IMG_2677.MOV,00:20,0.35,0.4,goal,right,6.708,-26.57,-26.57,20.0,IMG_2677.MOV
5_P0018,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.7,0.2,1,true,1,right,0,counter,standard,blocked (GK),right,2,IMG_2678.MOV,00:42,0.7,0.2,blocked (GK),right,5.0,53.13,53.13,42.0,IMG_2678.MOV
5_P0019,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.5,0.06666666667,0,true,1,right,0,broken play,tip/deflection,goal,right,12,IMG_2678.MOV,00:44,0.5,0.06666666667,goal,right,1.0,0.0,0.0,44.0,IMG_2678.MOV
5_P0020,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.7,0.4,0,true,1,right,2,perimeter,standard,blocked,right,12,IMG_2680.MOV,00:18,0.7,0.4,blocked,right,7.211,33.69,33.69,18.0,IMG_2680.MOV
5_P0021,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,12,,,,,nan,,,3,nan,,,,,IMG_2681.MOV,00:17,,,,,,,,17.0,IMG_2681.MOV
5_P0022,5,usa_academy,air_force,ODP Academy,College,,,6v6,turnover,steal/interception,12,,,,,nan,,,5,nan,,,,,IMG_2685.MOV,00:32,,,,,,,,32.0,IMG_2685.MOV
5_P0023,5,usa_academy,air_force,ODP Academy,College,,,6v6,shot,,,,0.5,0.4,1,true,0,center,5,perimeter,skip,goal,right,5,IMG_2687.MOV,00:26,0.5,0.4,goal,right,6.0,0.0,0.0,26.0,IMG_2687.MOV
6_P0001,6,carlsbad,ca_1,CA Club,CA Club,1,,6v6,shot,,,,0.6,0.3333333333,0,true,1,right,0,broken play,skip,blocked (GK),right,14,IMG_4559.MOV,00:52,0.6,0.3333333333,blocked (GK),right,5.385,21.8,21.8,52.0,IMG_4559.MOV
6_P0002,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,steal/interception,9,,,,,nan,,,3,nan,,,,,IMG_4560.MOV,00:17,,,,,,,,17.0,IMG_4560.MOV
6_P0003,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.4,0.4666666667,1,true,0,center,2,perimeter,standard,blocked (GK),right,8,IMG_4561.MOV,00:54,0.4,0.4666666667,blocked (GK),right,7.28,-15.95,-15.95,54.0,IMG_4561.MOV
6_P0004,6,carlsbad,ca_1,CA Club,CA Club,,,6v5,shot,,,,0.7,0.1333333333,1,true,0.5,right,7,man-up,skip,goal,right,8,IMG_4564.MOV,00:50,0.7,0.1333333333,goal,right,4.472,63.43,63.43,50.0,IMG_4564.MOV
6_P0005,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.6,0.1333333333,1,true,0.5,center,5,set,standard,blocked (GK),right,8,IMG_4566.MOV,00:34,0.6,0.1333333333,blocked (GK),right,2.828,45.0,45.0,34.0,IMG_4566.MOV
6_P0006,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.5,0.4666666667,1,true,1,center,6,perimeter,skip,post/bar,right,8,IMG_4567.MOV,00:35,0.5,0.4666666667,post/bar,right,7.0,0.0,0.0,35.0,IMG_4567.MOV
6_P0007,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,steal/interception,15,,,,,nan,,,1,nan,,,,,IMG_4567.MOV,00:44,,,,,,,,44.0,IMG_4567.MOV
6_P0008,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,steal/interception,11,,,,,nan,,,3,nan,,,,,IMG_4570_1.MOV,00:18,,,,,,,,18.0,IMG_4570_1.MOV
6_P0009,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.5,0.2,1,true,0.5,center,4,broken play,skip,goal,right,10,IMG_4571.MOV,00:36,0.5,0.2,goal,right,3.0,0.0,0.0,36.0,IMG_4571.MOV
6_P0010,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.5,0.4,1,true,1,center,2,perimeter,skip,blocked (GK),right,15,IMG_4572.MOV,00:55,0.5,0.4,blocked (GK),right,6.0,0.0,0.0,55.0,IMG_4572.MOV
6_P0011,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,shot clock violation,,,,,,nan,,,0,nan,,,,,IMG_4577.MOV,00:13,,,,,,,,13.0,IMG_4577.MOV
6_P0012,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,steal/interception,14,,,,,nan,,,1,nan,,,,,IMG_4579.MOV,00:09,,,,,,,,9.0,IMG_4579.MOV
6_P0013,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.6,0.6,1,true,1.5,center,2,perimeter,skip,goal,right,11,IMG_4581.MOV,00:30,0.6,0.6,goal,right,9.22,12.53,12.53,30.0,IMG_4581.MOV
6_P0014,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,bad pass / out of bounds,14,,,,,nan,,,4,nan,,,,,IMG_4583.MOV,00:29,,,,,,,,29.0,IMG_4583.MOV
6_P0015,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,ball under,9,,,,,nan,,,2,nan,,,,,IMG_4585.MOV,00:18,,,,,,,,18.0,IMG_4585.MOV
6_P0016,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.3,0.4,0,true,0.5,left,2,perimeter,lob,blocked (GK),right,12,IMG_4587.MOV,00:22,0.3,0.4,blocked (GK),right,7.211,-33.69,-33.69,22.0,IMG_4587.MOV
6_P0017,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,ball under,13,,,,,nan,,,1,nan,,,,,IMG_4587.MOV,00:54,,,,,,,,54.0,IMG_4587.MOV
6_P0018,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.5,0.2,1,true,1,center,4,set,tip/deflection,missed,right,10,IMG_4588.MOV,00:33,0.5,0.2,missed,right,3.0,0.0,0.0,33.0,IMG_4588.MOV
6_P0019,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.5,0.1333333333,1,true,0.5,center,1,broken play,tip/deflection,goal,right,11,IMG_4590.MOV,00:05,0.5,0.1333333333,goal,right,2.0,0.0,0.0,5.0,IMG_4590.MOV
6_P0020,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.25,0.1333333333,1,true,0.5,left,4,perimeter,standard,post/bar,right,11,IMG_4592.MOV,00:21,0.25,0.1333333333,post/bar,right,5.385,-68.2,-68.2,21.0,IMG_4592.MOV
6_P0021,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.3,0.3333333333,1,true,1,left,0,counter,standard,blocked (GK),right,11,IMG_4594.MOV,00:11,0.3,0.3333333333,blocked (GK),right,6.403,-38.66,-38.66,11.0,IMG_4594.MOV
6_P0022,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,bad pass / out of bounds,15,,,,,nan,,,2,nan,,,,,IMG_4596.MOV,00:10,,,,,,,,10.0,IMG_4596.MOV
6_P0023,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,bad pass / out of bounds,15,,,,,nan,,,4,nan,,,,,IMG_4597.MOV,00:26,,,,,,,,26.0,IMG_4597.MOV
6_P0024,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.6,0.2666666667,1,true,1.5,right,4,set,backhand,missed,right,10,IMG_4600.MOV,00:18,0.6,0.2666666667,missed,right,4.472,26.57,26.57,18.0,IMG_4600.MOV
6_P0025,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,shot,,,,0.6,0.4,1,true,1,right,5,perimeter,standard,blocked (GK),right,15,IMG_4611.MOV,00:23,0.6,0.4,blocked (GK),right,6.325,18.43,18.43,23.0,IMG_4611.MOV
6_P0026,6,carlsbad,ca_1,CA Club,CA Club,,,6v6,turnover,steal/interception,10,,,,,nan,,,4,nan,,,,,IMG_4613.MOV,00:25,,,,,,,,25.0,IMG_4613.MOV
7_P0001,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,6,,,,,nan,,,2,counter,,,,,IMG_5618.MOV,00:18,,,,,,,,18.0,IMG_5618.MOV
7_P0002,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,6,,,,,nan,,,2,counter,,,,,IMG_5618.MOV,00:14,,,,,,,,14.0,IMG_5618.MOV
7_P0003,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.200000,0.133333,1,true,0.5,center,7,perimeter,standard,goal,left,3,IMG_5620.MOV,00:33,0.2,0.133333,goal,left,6.325,-71.57,-71.57,33.0,IMG_5620.MOV
7_P0004,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.650000,0.466667,1,true,0.5,center,2,perimeter,lob,post/bar,right,11,IMG_5622.MOV,00:21,0.65,0.466667,post/bar,right,7.616,23.2,23.2,21.0,IMG_5622.MOV
7_P0005,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,9,,,,,nan,,,4,set,,,,,IMG_5623.MOV,00:56,,,,,,,,56.0,IMG_5623.MOV
7_P0006,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,8,,,,,nan,,,2,counter,,,,,IMG_5628.MOV,00:12,,,,,,,,12.0,IMG_5628.MOV
7_P0007,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,turnover,steal/interception,9,,,,,nan,,,3,set,,,,,IMG_5632.MOV,00:15,,,,,,,,15.0,IMG_5632.MOV
7_P0008,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.800000,0.133333,1,true,0.0,right,6,perimeter,standard,blocked (GK),right,2,IMG_5634.MOV,00:45,0.8,0.133333,blocked (GK),right,6.325,71.57,71.57,45.0,IMG_5634.MOV
7_P0009,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.133333,1,true,0.5,center,1,counter,standard,goal,right,6,IMG_5635.MOV,00:26,0.3,0.133333,goal,right,4.472,-63.44,-63.44,26.0,IMG_5635.MOV
7_P0010,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,turnover,bad pass / out of bounds,2,,,,,nan,,,12,man-up,,,,,IMG_5636.MOV,00:34,,,,,,,,34.0,IMG_5636.MOV
7_P0011,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,ejection_drawn,,,10,,,,nan,,,1,counter,,,,,IMG_5638.MOV,00:05,,,,,,,,5.0,IMG_5638.MOV
7_P0012,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,turnover,steal/interception,8,,,,,nan,,,12,man-up,,,,,IMG_5638.MOV,00:33,,,,,,,,33.0,IMG_5638.MOV
7_P0013,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.600000,1,true,1.0,center,2,broken play,standard,missed,right,8,IMG_5645.MOV,00:29,0.5,0.6,missed,right,9.0,0.0,0.0,29.0,IMG_5645.MOV
7_P0014,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.133333,0,true,1.0,left,2,broken play,standard,blocked (GK),right,2,IMG_5652.MOV,00:13,0.4,0.133333,blocked (GK),right,2.828,-45.0,-45.0,13.0,IMG_5652.MOV
7_P0015,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.200000,1,true,1.0,left,2,broken play,standard,blocked (GK),right,2,IMG_5652.MOV,00:45,0.3,0.2,blocked (GK),right,5.0,-53.13,-53.13,45.0,IMG_5652.MOV
7_P0016,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.300000,0.400000,1,true,1.0,left,2,perimeter,lob,missed,left,3,IMG_5656.MOV,00:17,0.3,0.4,missed,left,7.211,-33.69,-33.69,17.0,IMG_5656.MOV
7_P0017,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.266667,2,true,1.0,left,2,set,skip,goal,right,10,IMG_5658.MOV,00:23,0.4,0.266667,goal,right,4.472,-26.57,-26.57,23.0,IMG_5658.MOV
7_P0018,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,5m_drawn,,,2,,,,nan,,,1,counter,,,,,IMG_5659.MOV,00:15,,,,,,,,15.0,IMG_5659.MOV
7_P0019,7,carlsbad,ca_2,CA Club,CA Club,,,other,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,goal,right,10,IMG_5660.MOV,00:05,0.5,0.333333,goal,right,5.0,0.0,0.0,5.0,IMG_5660.MOV
7_P0020,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,ejection_drawn,,,10,,,,nan,,,0,set,,,,,IMG_5662.MOV,00:17,,,,,,,,17.0,IMG_5662.MOV
7_P0021,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,shot,,,,0.450000,0.400000,1,true,0.5,center,6,man-up,standard,goal,right,11,IMG_5662.MOV,00:34,0.45,0.4,goal,right,6.083,-9.46,-9.46,34.0,IMG_5662.MOV
7_P0022,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.200000,2,true,0.5,left,6,counter,skip,goal,right,10,IMG_5667.MOV,00:13,0.4,0.2,goal,right,3.606,-33.69,-33.69,13.0,IMG_5667.MOV
7_P0023,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.550000,0.200000,1,true,1.5,right,6,set,backhand,goal,right,10,IMG_5669.MOV,00:24,0.55,0.2,goal,right,3.162,18.43,18.43,24.0,IMG_5669.MOV
7_P0024,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,shot,,,,0.350000,0.400000,0,true,0.5,right,2,man-up,standard,post/bar,right,11,IMG_5671.MOV,00:26,0.35,0.4,post/bar,right,6.708,-26.57,-26.57,26.0,IMG_5671.MOV
7_P0025,7,carlsbad,ca_2,CA Club,CA Club,,,6v5,shot,,,,0.550000,0.133333,2,true,0.5,left,3,man-up,punch/volley,goal,right,10,IMG_5673.MOV,00:26,0.55,0.133333,goal,right,2.236,26.57,26.57,26.0,IMG_5673.MOV
7_P0026,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.400000,0.200000,1,true,1.0,left,3,counter,skip,blocked (GK),right,2,IMG_5675.MOV,00:24,0.4,0.2,blocked (GK),right,3.606,-33.69,-33.69,24.0,IMG_5675.MOV
7_P0027,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.450000,0.466667,1,true,1.0,center,4,perimeter,standard,field block,right,6,IMG_5676.MOV,00:29,0.45,0.466667,field block,right,7.071,-8.13,-8.13,29.0,IMG_5676.MOV
7_P0028,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,goal,right,2,IMG_5678.MOV,00:04,0.5,0.333333,goal,right,5.0,0.0,0.0,4.0,IMG_5678.MOV
7_P0029,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,blocked (GK),right,10,IMG_5680.MOV,00:05,0.5,0.333333,blocked (GK),right,5.0,0.0,0.0,5.0,IMG_5680.MOV
7_P0030,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,standard,goal,right,11,IMG_5682.MOV,00:02,0.5,0.333333,goal,right,5.0,0.0,0.0,2.0,IMG_5682.MOV
7_P0031,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,skip,goal,right,7,IMG_5684.MOV,00:09,0.5,0.333333,goal,right,5.0,0.0,0.0,9.0,IMG_5684.MOV
7_P0032,7,carlsbad,ca_2,CA Club,CA Club,,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,center,0,5m penalty,skip,goal,right,15,IMG_5686.MOV,00:05,0.5,0.333333,goal,right,5.0,0.0,0.0,5.0,IMG_5686.MOV
8_P0001,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,0,true,0.5,right,0,counter,standard,goal,right,2,IMG_3689.MOV,00:34,0.6,0.133333,goal,right,2.828,45.0,45.0,34.0,IMG_3689.MOV
8_P0002,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.400000,0.133333,1,true,0.5,left,0,counter,standard,goal,right,13,IMG_3692.MOV,00:15,0.4,0.133333,goal,right,2.828,-45.0,-45.0,15.0,IMG_3692.MOV
8_P0003,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,0,true,1.0,right,2,counter,standard,goal,right,2,IMG_3694.MOV,00:27,0.6,0.133333,goal,right,2.828,45.0,45.0,27.0,IMG_3694.MOV
8_P0004,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.200000,1,true,0.5,left,2,counter,standard,goal,right,10,IMG_3695.MOV,00:48,0.6,0.2,goal,right,3.606,33.69,33.69,48.0,IMG_3695.MOV
8_P0005,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,0,true,0.5,center,7,drive,standard,blocked (GK),right,15,IMG_3696.MOV,00:51,0.6,0.133333,blocked (GK),right,2.828,45.0,45.0,51.0,IMG_3696.MOV
8_P0006,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.500000,0.266667,2,true,0.5,center,0,counter,skip,goal,right,4,IMG_3697.MOV,00:36,0.5,0.266667,goal,right,4.0,0.0,0.0,36.0,IMG_3697.MOV
8_P0007,8,hinsdale_central,ilhs_1,IL HS,IL HS,1,,6v6,shot,,,,0.600000,0.133333,1,true,0.5,right,4,drive,standard,post/bar,right,4,IMG_3698.MOV,00:36,0.6,0.133333,post/bar,right,2.828,45.0,45.0,36.0,IMG_3698.MOV
8_P0008,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.600000,0.133333,1,true,0.5,right,4,set,standard,goal,right,4,IMG_3700.MOV,00:26,0.6,0.133333,goal,right,2.828,45.0,45.0,26.0,IMG_3700.MOV
8_P0009,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.200000,2,true,0.5,left,1,set,standard,goal,right,4,IMG_3702.MOV,00:40,0.4,0.2,goal,right,3.606,-33.69,-33.69,40.0,IMG_3702.MOV
8_P0010,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.200000,1,true,0.5,left,5,set,standard,goal,right,15,IMG_3704.MOV,00:19,0.4,0.2,goal,right,3.606,-33.69,-33.69,19.0,IMG_3704.MOV
8_P0011,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.133333,0,true,0.5,left,1,counter,standard,goal,right,4,IMG_3706.MOV,00:41,0.4,0.133333,goal,right,2.828,-45.0,-45.0,41.0,IMG_3706.MOV
8_P0012,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.350000,0.200000,0,true,0.5,left,7,set,standard,goal,right,8,IMG_3707.MOV,00:59,0.35,0.2,goal,right,4.243,-45.0,-45.0,59.0,IMG_3707.MOV
8_P0013,8,hinsdale_central,ilhs_1,IL HS,IL HS,2,,6v6,shot,,,,0.400000,0.200000,1,true,0.5,left,1,drive,lob,goal,right,22,IMG_3709.MOV,00:11,0.4,0.2,goal,right,3.606,-33.69,-33.69,11.0,IMG_3709.MOV
8_P0014,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.500000,0.133333,1,true,0.5,center,1,counter,standard,goal,right,20,IMG_3713.MOV,00:25,0.5,0.133333,goal,right,2.0,0.0,0.0,25.0,IMG_3713.MOV
8_P0015,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.550000,0.200000,0,true,1.0,right,1,counter,skip,goal,right,8,IMG_3714.MOV,00:24,0.55,0.2,goal,right,3.162,18.43,18.43,24.0,IMG_3714.MOV
8_P0016,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.500000,0.200000,1,true,0.5,center,1,broken play,standard,goal,right,20,IMG_3716.MOV,00:23,0.5,0.2,goal,right,3.0,0.0,0.0,23.0,IMG_3716.MOV
8_P0017,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.300000,0.200000,1,true,0.5,left,1,set,lob,missed,right,5,IMG_3717.MOV,00:54,0.3,0.2,missed,right,5.0,-53.13,-53.13,54.0,IMG_3717.MOV
8_P0018,8,hinsdale_central,ilhs_1,IL HS,IL HS,3,,6v6,shot,,,,0.400000,0.200000,0,true,1.5,left,2,counter,standard,goal,right,5,IMG_3719.MOV,00:27,0.4,0.2,goal,right,3.606,-33.69,-33.69,27.0,IMG_3719.MOV
8_P0019,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.600000,0.333333,0,true,0.0,right,1,broken play,standard,missed,right,16,IMG_3726.MOV,00:12,0.6,0.333333,missed,right,5.385,21.8,21.8,12.0,IMG_3726.MOV
8_P0020,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.500000,0.333333,0,true,0.0,right,0,5m penalty,standard,goal,right,15,IMG_3730.MOV,00:05,0.5,0.333333,goal,right,5.0,0.0,0.0,5.0,IMG_3730.MOV
8_P0021,8,hinsdale_central,ilhs_1,IL HS,IL HS,4,,6v6,shot,,,,0.650000,0.066667,1,true,1.0,right,2,set,standard,goal,right,13,IMG_3731.MOV,00:31,0.65,0.066667,goal,right,3.162,71.56,71.56,31.0,IMG_3731.MOV
