possessions_weighted,shots_weighted,goals_weighted,shot_rate,goal_rate,turnovers_weighted,turnover_rate,ejections_drawn_weighted,ejections_per_poss,five_m_drawn_weighted,5m_per_poss
232.4,176.9,84.4,0.761,0.363,51.4,0.221,3.4,0.015,0.7,0.003
