match_id,video_file,t_start,t_end,team,shooter,outcome,x,y,goal_x,goal_y,angle_deg_signed,distance_m,shot_type,pressure,man_up,goalie_x,goalie_y,quarter,clock,notes,schema_version
5,IMG_2655.MOV,,,usa_academy,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
5,IMG_2658.MOV,,,usa_academy,15.0,blocked,0.2,0.4666666667,0.0,0.0,-90.0,0.507718207088232,standard,1.0,0,,,nan,nan,,1
5,IMG_2659.MOV,,,usa_academy,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
5,IMG_2663.MOV,,,usa_academy,3.0,post,0.75,0.2666666667,0.0,0.0,-90.0,0.7959969290951372,skip,1.0,0,,,nan,nan,,1
5,IMG_2666.MOV,,,usa_academy,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
5,IMG_2667.MOV,,,usa_academy,15.0,goal,0.45,0.2,0.0,0.0,-90.0,0.49244289008980524,skip,1.0,0,,,nan,nan,,1
5,IMG_2669.MOV,,,usa_academy,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
5,IMG_2675.MOV,,,usa_academy,5.0,blocked,0.5,0.4666666667,0.0,0.0,-90.0,0.683942817645517,standard,1.0,0,,,nan,nan,,1
5,IMG_2677.MOV,,,usa_academy,15.0,goal,0.35,0.4,0.0,0.0,-90.0,0.5315072906367325,standard,1.0,0,,,nan,nan,,1
5,IMG_2678.MOV,,,usa_academy,2.0,blocked,0.7,0.2,0.0,0.0,-90.0,0.7280109889280517,standard,1.0,0,,,nan,nan,,1
5,IMG_2678.MOV,,,usa_academy,12.0,goal,0.5,0.06666666667,0.0,0.0,-90.0,0.5044248650144925,tip/deflection,0.0,0,,,nan,nan,,1
5,IMG_2680.MOV,,,usa_academy,12.0,blocked,0.7,0.4,0.0,0.0,-90.0,0.8062257748298549,standard,0.0,0,,,nan,nan,,1
5,IMG_2681.MOV,,,usa_academy,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
5,IMG_2685.MOV,,,usa_academy,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
5,IMG_2687.MOV,,,usa_academy,5.0,goal,0.5,0.4,0.0,0.0,-90.0,0.6403124237432849,skip,1.0,0,,,nan,nan,,1
6,IMG_4559.MOV,,,carlsbad,14.0,blocked,0.6,0.3333333333,0.0,0.0,-90.0,0.6863753427162785,skip,0.0,0,,,1.0,nan,,1
6,IMG_4560.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4561.MOV,,,carlsbad,8.0,blocked,0.4,0.4666666667,0.0,0.0,-90.0,0.6146362971781677,standard,1.0,0,,,nan,nan,,1
6,IMG_4564.MOV,,,carlsbad,8.0,goal,0.7,0.1333333333,0.0,0.0,-90.0,0.7125852775414945,skip,1.0,0,,,nan,nan,,1
6,IMG_4566.MOV,,,carlsbad,8.0,blocked,0.6,0.1333333333,0.0,0.0,-90.0,0.6146362971456282,standard,1.0,0,,,nan,nan,,1
6,IMG_4567.MOV,,,carlsbad,8.0,post,0.5,0.4666666667,0.0,0.0,-90.0,0.683942817645517,skip,1.0,0,,,nan,nan,,1
6,IMG_4567.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4570_1.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4571.MOV,,,carlsbad,10.0,goal,0.5,0.2,0.0,0.0,-90.0,0.5385164807134505,skip,1.0,0,,,nan,nan,,1
6,IMG_4572.MOV,,,carlsbad,15.0,blocked,0.5,0.4,0.0,0.0,-90.0,0.6403124237432849,skip,1.0,0,,,nan,nan,,1
6,IMG_4577.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4579.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4581.MOV,,,carlsbad,0.0,blocked,0.6,0.6,0.0,0.0,-90.0,0.848528137423857,skip,1.0,0,,,nan,nan,,1
6,IMG_4583.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4585.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4587.MOV,,,carlsbad,12.0,blocked,0.3,0.4,0.0,0.0,-90.0,0.5,lob,0.0,0,,,nan,nan,,1
6,IMG_4587.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4588.MOV,,,carlsbad,10.0,miss,0.5,0.2,0.0,0.0,-90.0,0.5385164807134505,tip/deflection,1.0,0,,,nan,nan,,1
6,IMG_4590.MOV,,,carlsbad,11.0,goal,0.5,0.1333333333,0.0,0.0,-90.0,0.5174724898667453,tip/deflection,1.0,0,,,nan,nan,,1
6,IMG_4592.MOV,,,carlsbad,11.0,post,0.25,0.1333333333,0.0,0.0,-90.0,0.28333333331764704,standard,1.0,0,,,nan,nan,,1
6,IMG_4594.MOV,,,carlsbad,11.0,blocked,0.3,0.3333333333,0.0,0.0,-90.0,0.44845413487768054,standard,1.0,0,,,nan,nan,,1
6,IMG_4596.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4597.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
6,IMG_4600.MOV,,,carlsbad,10.0,miss,0.6,0.2666666667,0.0,0.0,-90.0,0.6565905201332782,backhand,1.0,0,,,nan,nan,,1
6,IMG_4611.MOV,,,carlsbad,15.0,blocked,0.6,0.4,0.0,0.0,-90.0,0.7211102550927979,standard,1.0,0,,,nan,nan,,1
6,IMG_4613.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5618.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5618.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5620.MOV,,,carlsbad,3.0,goal,0.2,0.133333,0.0,0.0,-90.0,0.24036990013102724,standard,1.0,0,,,nan,nan,,1
7,IMG_5622.MOV,,,carlsbad,11.0,post,0.65,0.466667,0.0,0.0,-90.0,0.8001737866794938,lob,1.0,0,,,nan,nan,,1
7,IMG_5623.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5628.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5632.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5634.MOV,,,carlsbad,2.0,blocked,0.8,0.133333,0.0,0.0,-90.0,0.811034949240167,standard,1.0,0,,,nan,nan,,1
7,IMG_5635.MOV,,,carlsbad,6.0,goal,0.3,0.133333,0.0,0.0,-90.0,0.3282951246805228,standard,1.0,0,,,nan,nan,,1
7,IMG_5636.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5638.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5638.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5645.MOV,,,carlsbad,8.0,miss,0.5,0.6,0.0,0.0,-90.0,0.7810249675906654,standard,1.0,0,,,nan,nan,,1
7,IMG_5652.MOV,,,carlsbad,2.0,blocked,0.4,0.133333,0.0,0.0,-90.0,0.4216369159466472,standard,0.0,0,,,nan,nan,,1
7,IMG_5652.MOV,,,carlsbad,2.0,blocked,0.3,0.2,0.0,0.0,-90.0,0.36055512754639896,standard,1.0,0,,,nan,nan,,1
7,IMG_5656.MOV,,,carlsbad,3.0,miss,0.3,0.4,0.0,0.0,-90.0,0.5,lob,1.0,0,,,nan,nan,,1
7,IMG_5658.MOV,,,carlsbad,10.0,goal,0.4,0.266667,0.0,0.0,-90.0,0.4807403549620107,skip,2.0,0,,,nan,nan,,1
7,IMG_5659.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5660.MOV,,,carlsbad,10.0,goal,0.5,0.333333,0.0,0.0,-90.0,0.6009250276773301,standard,0.0,0,,,nan,nan,,1
7,IMG_5662.MOV,,,carlsbad,nan,nan,,,0.0,0.0,,,nan,nan,0,,,nan,nan,,1
7,IMG_5662.MOV,,,carlsbad,0.0,goal,0.45,0.4,0.0,0.0,-90.0,0.6020797289396148,standard,1.0,0,,,nan,nan,,1
7,IMG_5667.MOV,,,carlsbad,10.0,goal,0.4,0.2,0.0,0.0,-90.0,0.447213595499958,skip,2.0,0,,,nan,nan,,1
7,IMG_5669.MOV,,,carlsbad,10.0,goal,0.55,0.2,0.0,0.0,-90.0,0.5852349955359812,backhand,1.0,0,,,nan,nan,,1
7,IMG_5671.MOV,,,carlsbad,11.0,post,0.35,0.4,0.0,0.0,-90.0,0.5315072906367325,standard,0.0,0,,,nan,nan,,1
7,IMG_5673.MOV,,,carlsbad,10.0,goal,0.55,0.133333,0.0,0.0,-90.0,0.5659308163450724,punch/volley,2.0,0,,,nan,nan,,1
7,IMG_5675.MOV,,,carlsbad,2.0,blocked,0.4,0.2,0.0,0.0,-90.0,0.447213595499958,skip,1.0,0,,,nan,nan,,1
7,IMG_5676.MOV,,,carlsbad,6.0,blocked,0.45,0.466667,0.0,0.0,-90.0,0.6482885845740306,standard,1.0,0,,,nan,nan,,1
7,IMG_5678.MOV,,,carlsbad,2.0,goal,0.5,0.333333,0.0,0.0,-90.0,0.6009250276773301,standard,0.0,0,,,nan,nan,,1
7,IMG_5680.MOV,,,carlsbad,10.0,blocked,0.5,0.333333,0.0,0.0,-90.0,0.6009250276773301,standard,0.0,0,,,nan,nan,,1
7,IMG_5682.MOV,,,carlsbad,11.0,goal,0.5,0.333333,0.0,0.0,-90.0,0.6009250276773301,standard,0.0,0,,,nan,nan,,1
7,IMG_5684.MOV,,,carlsbad,7.0,goal,0.5,0.333333,0.0,0.0,-90.0,0.6009250276773301,skip,0.0,0,,,nan,nan,,1
7,IMG_5686.MOV,,,carlsbad,15.0,goal,0.5,0.333333,0.0,0.0,-90.0,0.6009250276773301,skip,0.0,0,,,nan,nan,,1
8,IMG_3689.MOV,,,hinsdale_central,2.0,goal,0.6,0.133333,0.0,0.0,-90.0,0.6146362248427927,standard,0.0,0,,,1.0,nan,,1
8,IMG_3692.MOV,,,hinsdale_central,13.0,goal,0.4,0.133333,0.0,0.0,-90.0,0.4216369159466472,standard,1.0,0,,,1.0,nan,,1
8,IMG_3694.MOV,,,hinsdale_central,2.0,goal,0.6,0.133333,0.0,0.0,-90.0,0.6146362248427927,standard,0.0,0,,,1.0,nan,,1
